label,source_path,relative_path,split
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10734.wav,logging/7_10734.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12628.wav,natural sound/26_12628.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12454.wav,natural sound/24_12454.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12357.wav,natural sound/23_12357.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10361.wav,natural sound/3_10361.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_60.wav,fire/videoplayback_60.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11858.wav,natural sound/if_necessary/18_11858.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12145.wav,natural sound/21_12145.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_12.wav,fire/videoplayback_12.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11008.wav,logging/10_11008.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12046.wav,natural sound/if_necessary/20_12046.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/4-165823-A-41.wav,logging/4-165823-A-41.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11331.wav,logging/13_11331.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12518.wav,natural sound/25_12518.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C5CF088_48f7c8d303-570f-4245-82f3-be3beb027fe73436fb47-5ee1-470d-89f3-cf1af632562e63c753c0-129d-497c-9548-8c0243ac60f9.WAV,poaching/5C5CF088_48f7c8d303-570f-4245-82f3-be3beb027fe73436fb47-5ee1-470d-89f3-cf1af632562e63c753c0-129d-497c-9548-8c0243ac60f9.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BE218E7_5069b3bb81-b2cb-4fce-9b7f-829cb792899f51f39b9d-e283-4aeb-90ec-5bb8bf4b97b1ebc30a57-d352-4898-b30d-7aca8a277326.WAV,poaching/5BE218E7_5069b3bb81-b2cb-4fce-9b7f-829cb792899f51f39b9d-e283-4aeb-90ec-5bb8bf4b97b1ebc30a57-d352-4898-b30d-7aca8a277326.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/6019BE32.WAV,poaching/6019BE32.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12222.wav,natural sound/22_12222.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12625.wav,natural sound/26_12625.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11046.wav,logging/10_11046.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10662.wav,natural sound/6_10662.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_08.wav,fire/videoplayback_08.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/4-102844-C-49.wav,logging/4-102844-C-49.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11948.wav,natural sound/if_necessary/19_11948.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10240.wav,natural sound/2_10240.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/sig-p225_016_SA_050A_S01.wav,poaching/New folder/sig-p225_016_SA_050A_S01.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BA2315C_1551eb84af-d7fe-418f-ba93-ac9e735a9ef8d9b5b893-5a8f-4487-8032-5fbda087e380042bc357-a365-44e0-9d0b-452b1451a2de.WAV,poaching/5BA2315C_1551eb84af-d7fe-418f-ba93-ac9e735a9ef8d9b5b893-5a8f-4487-8032-5fbda087e380042bc357-a365-44e0-9d0b-452b1451a2de.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10461.wav,natural sound/4_10461.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11653.wav,logging/16_11653.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_71.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_71.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11809.wav,natural sound/if_necessary/18_11809.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBD441725f1d83-8834-496c-80db-fd80e8586f97.WAV,poaching/58FBD441725f1d83-8834-496c-80db-fd80e8586f97.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10625.wav,natural sound/6_10625.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_06.wav,fire/videoplayback_06.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10518.wav,natural sound/5_10518.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12545.wav,natural sound/25_12545.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10731.wav,logging/7_10731.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11639.wav,logging/16_11639.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10474.wav,natural sound/4_10474.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11655.wav,logging/16_11655.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBC58185413642-6f9f-480f-967a-9f8a204d3e0a.WAV,poaching/58FBC58185413642-6f9f-480f-967a-9f8a204d3e0a.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12325.wav,natural sound/23_12325.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11917.wav,natural sound/if_necessary/19_11917.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11572.wav,poaching/15_11572.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12360.wav,natural sound/23_12360.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11422.wav,poaching/14_11422.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11612.wav,logging/16_11612.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10322.wav,natural sound/3_10322.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_58.wav,fire/videoplayback_58.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11328.wav,logging/13_11328.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10757.wav,logging/7_10757.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C151B7B_72dc504e9a-041b-493b-b803-c190b164845f43c3bbb5-a125-480e-8ea4-6aad593b957e737358d5-c53e-4ac4-bf2e-c1866349184a.WAV,poaching/5C151B7B_72dc504e9a-041b-493b-b803-c190b164845f43c3bbb5-a125-480e-8ea4-6aad593b957e737358d5-c53e-4ac4-bf2e-c1866349184a.WAV,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10158.wav,fire/1_10158.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12716.wav,natural sound/27_12716.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11966.wav,natural sound/if_necessary/19_11966.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12701.wav,natural sound/27_12701.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10118.wav,fire/1_10118.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_08.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_08.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/winchester-m14_013_SA_079A_S02.wav,poaching/New folder/winchester-m14_013_SA_079A_S02.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_25.wav,fire/videoplayback_25.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11058.wav,logging/10_11058.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10211.wav,natural sound/2_10211.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C295B32_597d443396-08f1-4c70-8f0b-369191314f617f9dce53-b17e-42e8-be8d-2d09b254588de6f7fce7-7b65-40d1-81b7-82918f72930e.WAV,poaching/5C295B32_597d443396-08f1-4c70-8f0b-369191314f617f9dce53-b17e-42e8-be8d-2d09b254588de6f7fce7-7b65-40d1-81b7-82918f72930e.WAV,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11051.wav,logging/10_11051.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10407.wav,natural sound/4_10407.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/3-165856-A-41.wav,logging/3-165856-A-41.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C29746E_390c164375-6413-4afe-bdfc-117bcca5b1943cd869e8-9771-470e-ab9b-b612ffe094530c9665ae-6b7b-4a1f-a844-a8bc07d07784.WAV,poaching/5C29746E_390c164375-6413-4afe-bdfc-117bcca5b1943cd869e8-9771-470e-ab9b-b612ffe094530c9665ae-6b7b-4a1f-a844-a8bc07d07784.WAV,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11663.wav,logging/16_11663.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12217.wav,natural sound/22_12217.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10918.wav,natural sound/9_10918.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C39616E_14bf9b4766-d3e0-4386-af49-3f2fbad677dc6d8c4745-d028-4b0b-bbaa-0d1e5f7689fd34e9d626-e2db-49e6-bb62-b3267ddf4ef3.WAV,poaching/5C39616E_14bf9b4766-d3e0-4386-af49-3f2fbad677dc6d8c4745-d028-4b0b-bbaa-0d1e5f7689fd34e9d626-e2db-49e6-bb62-b3267ddf4ef3.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11855.wav,natural sound/if_necessary/18_11855.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12368.wav,natural sound/23_12368.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11424.wav,poaching/14_11424.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10331.wav,natural sound/3_10331.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12725.wav,natural sound/27_12725.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10758.wav,logging/7_10758.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11475.wav,poaching/14_11475.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12137.wav,natural sound/21_12137.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10949.wav,natural sound/9_10949.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11353.wav,logging/13_11353.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10344.wav,natural sound/3_10344.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10502.wav,natural sound/5_10502.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10256.wav,natural sound/2_10256.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11333.wav,logging/13_11333.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C50ED2C_69c1a8ca89-e1f1-4c87-a48d-6f06f30d7cedfb9972e0-5e50-4a16-a0da-7ecd4bd3ed269c1ecd30-6735-4e1e-9b0c-098a57429fbd.WAV,poaching/5C50ED2C_69c1a8ca89-e1f1-4c87-a48d-6f06f30d7cedfb9972e0-5e50-4a16-a0da-7ecd4bd3ed269c1ecd30-6735-4e1e-9b0c-098a57429fbd.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BE2195D_215b4dd3c3-d722-42f5-b7f5-452d08c529cd6113a682-f767-48fc-a842-9d55db88dda30c4a1b12-be91-4534-a674-1580e16694de.WAV,poaching/5BE2195D_215b4dd3c3-d722-42f5-b7f5-452d08c529cd6113a682-f767-48fc-a842-9d55db88dda30c4a1b12-be91-4534-a674-1580e16694de.WAV,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10126.wav,fire/1_10126.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11312.wav,logging/13_11312.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C5C80F2_23a2eb16ed-a673-4410-9316-d5a7b717952bfbe3598c-8ca3-49da-993b-38afd07d1d222abe1104-3985-49de-acdf-4f885489ca00.WAV,poaching/5C5C80F2_23a2eb16ed-a673-4410-9316-d5a7b717952bfbe3598c-8ca3-49da-993b-38afd07d1d222abe1104-3985-49de-acdf-4f885489ca00.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11562.wav,poaching/15_11562.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12218.wav,natural sound/22_12218.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10363.wav,natural sound/3_10363.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_59.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_59.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10415.wav,natural sound/4_10415.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_31.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_31.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11765.wav,natural sound/if_necessary/17_11765.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10445.wav,natural sound/4_10445.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BF33D68_2728c7fe48-a098-417c-a361-4edb2a7a2e36af1de2ab-9f88-4a9f-a9b1-bb1aa9e23fe19263feae-57af-4d9b-a513-b592109445cf.WAV,poaching/5BF33D68_2728c7fe48-a098-417c-a361-4edb2a7a2e36af1de2ab-9f88-4a9f-a9b1-bb1aa9e23fe19263feae-57af-4d9b-a513-b592109445cf.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/sig-p225_013_SA_130B_S05.wav,poaching/New folder/sig-p225_013_SA_130B_S05.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10213.wav,natural sound/2_10213.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11845.wav,natural sound/if_necessary/18_11845.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10347.wav,natural sound/3_10347.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12627.wav,natural sound/26_12627.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11155.wav,logging/11_11155.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12437.wav,natural sound/24_12437.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12549.wav,natural sound/25_12549.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11745.wav,natural sound/if_necessary/17_11745.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11733.wav,natural sound/if_necessary/17_11733.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11735.wav,natural sound/if_necessary/17_11735.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/m16_014_SA_077B_S05.wav,poaching/New folder/m16_014_SA_077B_S05.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10134.wav,fire/1_10134.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10232.wav,natural sound/2_10232.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10220.wav,natural sound/2_10220.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BCE4D39_251d2fcb87-3d45-416e-b296-7842e9c7687d71af3c8c-a53c-4150-995a-b3e90235947655df9bb6-93ea-481b-8322-b7ef0cd3a149.WAV,poaching/5BCE4D39_251d2fcb87-3d45-416e-b296-7842e9c7687d71af3c8c-a53c-4150-995a-b3e90235947655df9bb6-93ea-481b-8322-b7ef0cd3a149.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12735.wav,natural sound/27_12735.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11674.wav,logging/16_11674.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11713.wav,natural sound/if_necessary/17_11713.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12654.wav,natural sound/26_12654.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12161.wav,natural sound/21_12161.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBDB80b2631ee8-5eeb-48f7-bf7a-ea41aeb5614b.WAV,poaching/58FBDB80b2631ee8-5eeb-48f7-bf7a-ea41aeb5614b.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10912.wav,natural sound/9_10912.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11965.wav,natural sound/if_necessary/19_11965.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10819.wav,natural sound/8_10819.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBC500515b779c-5984-41c6-af0f-b59baef5ba73.WAV,poaching/58FBC500515b779c-5984-41c6-af0f-b59baef5ba73.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11929.wav,natural sound/if_necessary/19_11929.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_42.wav,fire/videoplayback_42.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11369.wav,logging/13_11369.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_01.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_01.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11567.wav,poaching/15_11567.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/m16_016_SA_057A_S01.wav,poaching/New folder/m16_016_SA_057A_S01.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11359.wav,logging/13_11359.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11570.wav,poaching/15_11570.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C339D1E_293081842e-ec22-45be-b179-46e674464de71fbb5599-d7bd-4df2-8e6e-44239a6a1d60a45a3ed3-de4f-47e2-9182-19abe5405741.WAV,poaching/5C339D1E_293081842e-ec22-45be-b179-46e674464de71fbb5599-d7bd-4df2-8e6e-44239a6a1d60a45a3ed3-de4f-47e2-9182-19abe5405741.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5AF0E370_4a71e87f0-b5b2-4595-8ea2-ce3c26bb1bff9c3481ad-fc85-4cf2-b728-ef168e4c78b0cc500fd3-e836-416c-9016-d711a6c8e245.WAV,poaching/5AF0E370_4a71e87f0-b5b2-4595-8ea2-ce3c26bb1bff9c3481ad-fc85-4cf2-b728-ef168e4c78b0cc500fd3-e836-416c-9016-d711a6c8e245.WAV,train
